#Annotated with Bakta v1.9.3, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1105290	1105577	-	HKCHME_05445	9.7	4.8		SO:0001217, UniParc:UPI00071AB545, UniRef:UniRef100_A0A0S2W5E4, UniRef:UniRef50_A0A0S2W5E4, UniRef:UniRef90_A0A0S2W5E4
contig_1	1106859	1107071	-	HKCHME_05455	7.6	4.4		RefSeq:WP_033117541.1, SO:0001217, UniParc:UPI00051AF945, UniRef:UniRef100_A0A0S2W5W6, UniRef:UniRef50_A0A0S2W5W6, UniRef:UniRef90_A0A0S2W5W6
contig_1	1117020	1117748	-	HKCHME_05505	26.1	4.1		RefSeq:WP_116722400.1, SO:0001217, UniParc:UPI000D5D250D, UniRef:UniRef100_A0A2U1BF89, UniRef:UniRef50_A0A2U1BF89, UniRef:UniRef90_A0A2U1BF89
contig_1	1119253	1119429	+	HKCHME_05510	6.3	4.4		SO:0001217, UniRef:UniRef50_A0A2U1BFF1, UniRef:UniRef90_A0A2U1BFF1
contig_1	1119437	1119643	-	HKCHME_05515	7.7	6.5		RefSeq:WP_129868797.1, SO:0001217, UniParc:UPI00101EF00C, UniRef:UniRef100_UPI00101EF00C, UniRef:UniRef50_A0A2U1B9L5, UniRef:UniRef90_A0A2U1B9L5
contig_1	1122017	1122202	-	HKCHME_05535	7.4	4.8		RefSeq:WP_116722662.1, SO:0001217, UniParc:UPI000D5D8861, UniRef:UniRef100_A0A2U1B9N3, UniRef:UniRef50_A0A2U1B9N3, UniRef:UniRef90_A0A2U1B9N3
contig_1	1122325	1122501	+	HKCHME_05540	6.4	4.4		SO:0001217, UniRef:UniRef50_A0A2U1BFF1, UniRef:UniRef90_A0A2U1BFF1
contig_1	1122509	1122715	-	HKCHME_05545	7.6	6.5		SO:0001217, UniRef:UniRef50_A0A2U1B9L5, UniRef:UniRef90_A0A2U1B9L5
contig_1	1122893	1123054	+	HKCHME_05550	5.8	4.9		RefSeq:WP_165366573.1, SO:0001217, UniParc:UPI000D5E925A, UniRef:UniRef100_A0A2U1BC61, UniRef:UniRef50_A0A2U1BC61, UniRef:UniRef90_A0A2U1BC61
contig_1	1123141	1123296	+	HKCHME_05555	5.7	4.5		SO:0001217, UniParc:UPI000D5D5958, UniRef:UniRef100_A0A2U1BBZ7, UniRef:UniRef50_A0A2U1BBZ7, UniRef:UniRef90_A0A2U1BBZ7
contig_1	1123475	1123687	+	HKCHME_05560	8.2	11.0		RefSeq:WP_116722605.1, SO:0001217, UniParc:UPI000D5C717E, UniRef:UniRef100_A0A2U1BBZ1, UniRef:UniRef50_A0A2U1BBZ1, UniRef:UniRef90_A0A2U1BBZ1
contig_1	1126165	1126581	+	HKCHME_05575	15.1	5.0		RefSeq:WP_075703975.1, SO:0001217, UniParc:UPI000952BD35, UniRef:UniRef100_A0A2U1BC00, UniRef:UniRef50_A0A2U1BC00, UniRef:UniRef90_A0A2U1BC00
contig_1	1126584	1127078	+	HKCHME_05580	18.8	4.8		RefSeq:WP_116722609.1, SO:0001217, UniParc:UPI000D5CF6CD, UniRef:UniRef100_A0A2U1BC13, UniRef:UniRef50_A0A2U1BC13, UniRef:UniRef90_A0A2U1BC13
contig_1	1128552	1129505	+	HKCHME_05595	37.0	8.3		RefSeq:WP_116722612.1, SO:0001217, UniParc:UPI000D5F3687, UniRef:UniRef100_A0A2U1BC07, UniRef:UniRef50_A0A1Y4KW13, UniRef:UniRef90_A0A2U1BC07
contig_1	1129748	1130272	+	HKCHME_05605	18.8	11.5		SO:0001217, UniParc:UPI000D5EDC0E, UniRef:UniRef100_A0A2U1BC06, UniRef:UniRef50_A0A2U1BC06, UniRef:UniRef90_A0A2U1BC06
contig_1	1132865	1133047	+	HKCHME_05620	5.7	11.0		RefSeq:WP_165366575.1, SO:0001217, UniParc:UPI000D5C2E2F, UniRef:UniRef100_A0A2U1BC56, UniRef:UniRef50_G9YLN5, UniRef:UniRef90_A0A2U1BC56
contig_1	1136739	1137296	+	HKCHME_05645	20.9	6.2		RefSeq:WP_116722620.1, SO:0001217, UniParc:UPI000D5D0E20, UniRef:UniRef100_A0A2U1BC16, UniRef:UniRef50_A0A2U1BC16, UniRef:UniRef90_A0A2U1BC16
contig_1	1139775	1140101	+	HKCHME_05670	12.2	6.8		RefSeq:WP_075703957.1, SO:0001217, UniParc:UPI000953077B, UniRef:UniRef100_A0A2U1B9U5, UniRef:UniRef50_A0A2U1B9U5, UniRef:UniRef90_A0A2U1B9U5
contig_1	1140690	1140899	-	HKCHME_05680	8.0	6.5		RefSeq:WP_116722653.1, SO:0001217, UniParc:UPI000D5E1EBC, UniRef:UniRef100_A0A2U1BA71, UniRef:UniRef50_A0A2U1BA71, UniRef:UniRef90_A0A2U1BA71
contig_1	1147292	1148065	+	HKCHME_05720	25.4	5.8		SO:0001217, UniRef:UniRef50_A0A0S2W5Q0, UniRef:UniRef90_A0A0S2W5Q0
contig_1	1148078	1149226	+	HKCHME_05725	39.1	9.2		RefSeq:WP_116722670.1, SO:0001217, UniParc:UPI000D5F23F5, UniRef:UniRef100_A0A2U1B8S8, UniRef:UniRef50_A0A0S2W5K9, UniRef:UniRef90_A0A0S2W5K9
contig_1	1151117	1151287	+	HKCHME_05745	6.0	4.1		RefSeq:WP_165366577.1, SO:0001217, UniParc:UPI00101AD025, UniRef:UniRef100_UPI00101AD025, UniRef:UniRef50_A0A0S2W5J4, UniRef:UniRef90_A0A2U1B8U9
contig_1	1151428	1151751	+	HKCHME_05755	11.8	4.8		RefSeq:WP_129868793.1, SO:0001217, UniParc:UPI00101AB5EB, UniRef:UniRef100_UPI00101AB5EB, UniRef:UniRef50_A0A2U1B979, UniRef:UniRef90_A0A2U1B979
contig_1	1155858	1156259	-	HKCHME_05775	14.1	7.8		RefSeq:WP_116721925.1, SO:0001217, UniParc:UPI000D5D023E, UniRef:UniRef100_A0A2U1CC17, UniRef:UniRef50_A0A2U1CC17, UniRef:UniRef90_A0A2U1CC17
contig_1	1177801	1178295	-	HKCHME_05865	18.9	9.2		RefSeq:WP_165366580.1, SO:0001217, UniParc:UPI000D5E5FC9, UniRef:UniRef100_A0A2U1CBY1, UniRef:UniRef50_A0A2U1CBY1, UniRef:UniRef90_A0A2U1CBY1
contig_1	1181491	1181799	-	HKCHME_05895	11.6	4.9		RefSeq:WP_207216002.1, SO:0001217, UniParc:UPI000D5D8B9F, UniRef:UniRef100_A0A2U1CBX8, UniRef:UniRef50_A0A2U1CBX8, UniRef:UniRef90_A0A2U1CBX8
contig_1	1202073	1202480	-	HKCHME_05980	15.9	10.0		RefSeq:WP_129868815.1, SO:0001217, UniParc:UPI0008207284, UniRef:UniRef100_A0A2U1CC82, UniRef:UniRef50_A0A0S2W5C0, UniRef:UniRef90_A0A0S2W5C0
contig_1	1232163	1232615	+	HKCHME_06145	17.1	5.0		RefSeq:WP_075704162.1, SO:0001217, UniParc:UPI0008233AD7, UniRef:UniRef100_A0A2U1CC29, UniRef:UniRef50_A0A2U1CC29, UniRef:UniRef90_A0A2U1CC29
contig_1	1279184	1279432	-	HKCHME_06345	9.2	6.5		RefSeq:WP_058117956.1, SO:0001217, UniParc:UPI00071AE8CF, UniRef:UniRef100_A0A0S2W527, UniRef:UniRef50_A0A0S2W527, UniRef:UniRef90_A0A0S2W527
contig_1	1290322	1290477	-	HKCHME_06395	5.8	7.8		SO:0001217, UniParc:UPI000821B39D, UniRef:UniRef100_A0A2U1CC76, UniRef:UniRef50_A0A2U1CC76, UniRef:UniRef90_A0A2U1CC76
contig_1	1295761	1296552	+	HKCHME_06420	28.9	4.1		RefSeq:WP_033116821.1, SO:0001217, UniParc:UPI00051B8D79, UniRef:UniRef100_A0A0S2W5J1, UniRef:UniRef50_A0A9D2P0G5, UniRef:UniRef90_A0A0S2W5J1
contig_1	1296531	1296971	-	HKCHME_06425	16.3	5.2		RefSeq:WP_052082531.1, SO:0001217, UniParc:UPI000690408D, UniRef:UniRef100_A0A0S2W4W2, UniRef:UniRef50_A0A0S2W4W2, UniRef:UniRef90_A0A0S2W4W2
contig_1	1297521	1297790	-	HKCHME_06435	9.4	9.8		RefSeq:WP_033116435.1, SO:0001217, UniParc:UPI00051ACD20, UniRef:UniRef100_A0A0S2W4X5, UniRef:UniRef50_A0A0S2W4X5, UniRef:UniRef90_A0A0S2W4X5
contig_1	1332112	1332276	-	HKCHME_06585	6.5	5.2		RefSeq:WP_165366587.1, SO:0001217, UniParc:UPI000D5F98E6, UniRef:UniRef100_A0A2U1CCJ3, UniRef:UniRef50_A0A2U1CCJ3, UniRef:UniRef90_A0A2U1CCJ3
contig_1	1332287	1332601	-	HKCHME_06590	12.4	9.9		RefSeq:WP_116721990.1, SO:0001217, UniParc:UPI000D5F8C42, UniRef:UniRef100_A0A2U1CCC8, UniRef:UniRef50_A0A2U1CCC8, UniRef:UniRef90_A0A2U1CCC8
contig_1	1332654	1332947	-	HKCHME_06595	10.7	4.5		RefSeq:WP_116721991.1, SO:0001217, UniParc:UPI000D5EF55F, UniRef:UniRef100_A0A2U1CCB9, UniRef:UniRef50_A0A2U1CCB9, UniRef:UniRef90_A0A2U1CCB9
contig_1	1333306	1333425	-	HKCHME_06605	4.7	5.6		SO:0001217, UniParc:UPI000D5CD468, UniRef:UniRef100_A0A2U1CCF5, UniRef:UniRef50_A0A2U1CCF5, UniRef:UniRef90_A0A2U1CCF5
contig_1	1336542	1336775	-	HKCHME_06635	8.9	4.5		RefSeq:WP_116721998.1, SO:0001217, UniParc:UPI000D5FA689, UniRef:UniRef100_A0A2U1CCK3, UniRef:UniRef50_A0A2U1CCK3, UniRef:UniRef90_A0A2U1CCK3
contig_1	1361330	1361449	-	HKCHME_06740	4.6	10.1		SO:0001217, UniParc:UPI00071F8DC0, UniRef:UniRef100_A0A0S2W4N9, UniRef:UniRef50_A0A0S2W4N9, UniRef:UniRef90_A0A0S2W4N9
contig_1	1372052	1372501	+	HKCHME_06785	17.2	9.3		RefSeq:WP_116722012.1, SO:0001217, UniParc:UPI000D5E8EED, UniRef:UniRef100_A0A2U1CCK6, UniRef:UniRef50_A0A3A8YRV6, UniRef:UniRef90_A0A2U1CCK6
contig_1	1373264	1373488	+	HKCHME_06800	8.9	4.4		RefSeq:WP_116722015.1, SO:0001217, UniParc:UPI000D5ECB81, UniRef:UniRef100_A0A2U1CCF7, UniRef:UniRef50_A0A2U1CCF7, UniRef:UniRef90_A0A2U1CCF7
contig_1	1375222	1375605	+	HKCHME_06810	14.2	7.8		RefSeq:WP_116722018.1, SO:0001217, UniParc:UPI000D5F9336, UniRef:UniRef100_A0A2U1CCK0, UniRef:UniRef50_D1PNU1, UniRef:UniRef90_A0A2U1CCK0
contig_1	1375835	1375993	+	HKCHME_06815	6.0	9.8		SO:0001217, UniParc:UPI000D5EE7B0, UniRef:UniRef100_A0A2U1CCG2, UniRef:UniRef50_A0A2U1CCG2, UniRef:UniRef90_A0A2U1CCG2
contig_1	1377103	1378506	+	HKCHME_06820	53.7	5.0		SO:0001217, UniParc:UPI000D5DD2D0, UniRef:UniRef100_A0A2U1CCU5, UniRef:UniRef50_A0A2U1CCU5, UniRef:UniRef90_A0A2U1CCU5
contig_1	1378507	1379019	+	HKCHME_06825	19.5	9.4		RefSeq:WP_116722020.1, SO:0001217, UniParc:UPI000D5C584F, UniRef:UniRef100_A0A2U1CCH7, UniRef:UniRef50_G9YUJ6, UniRef:UniRef90_A0A2U1CCH7
contig_1	1379173	1379481	+	HKCHME_06830	12.0	7.8		RefSeq:WP_116722021.1, SO:0001217, UniParc:UPI000D5D213E, UniRef:UniRef100_A0A2U1CCH4, UniRef:UniRef50_A0A2U1CCH4, UniRef:UniRef90_A0A2U1CCH4
contig_1	1379537	1379668	-	HKCHME_06835	5.1	4.6		RefSeq:WP_257534829.1, SO:0001217, UniParc:UPI000D5F1459, UniRef:UniRef100_A0A2U1CCL4, UniRef:UniRef50_A0A6N3E7P2, UniRef:UniRef90_A0A2U1CCL4
contig_1	1380096	1380374	+	HKCHME_06845	10.6	5.6		RefSeq:WP_116722023.1, SO:0001217, UniParc:UPI000D5C468E, UniRef:UniRef100_A0A2U1CCI4, UniRef:UniRef50_G9YUK0, UniRef:UniRef90_A0A2U1CCI4
contig_1	1383037	1384416	+	HKCHME_06865	53.0	7.1		RefSeq:WP_116722027.1, SO:0001217, UniParc:UPI000D5D2870, UniRef:UniRef100_A0A2U1CCH3, UniRef:UniRef50_A0A2U1CCH3, UniRef:UniRef90_A0A2U1CCH3
contig_1	1417248	1417496	+	HKCHME_07025	9.3	4.1		RefSeq:WP_116722042.1, SO:0001217, UniParc:UPI000D5D6371, UniRef:UniRef100_A0A6I2R0I3, UniRef:UniRef50_F4XBZ8, UniRef:UniRef90_A0A4R2M095
contig_1	1422853	1423443	+	HKCHME_07075	22.1	5.4		RefSeq:WP_116722049.1, SO:0001217, UniParc:UPI000D5D5653, UniRef:UniRef100_A0A2U1CCZ8, UniRef:UniRef50_V2XSJ3, UniRef:UniRef90_A0A2U1CCZ8
contig_1	1460744	1460860	+	HKCHME_07225	4.4	6.7		SO:0001217, UniParc:UPI000D5ED136, UniRef:UniRef100_A0A2U1CD29, UniRef:UniRef50_A0A2U1CD29, UniRef:UniRef90_A0A2U1CD29
contig_1	1464024	1464710	-	HKCHME_07235	24.7	4.4		RefSeq:WP_116722074.1, SO:0001217, UniParc:UPI0008205F90, UniRef:UniRef100_A0A2U1CCR0, UniRef:UniRef50_A0A0S2W4E1, UniRef:UniRef90_A0A0S2W4E1
contig_1	1487305	1487709	-	HKCHME_07360	15.4	9.0		SO:0001217, UniParc:UPI000D5D6041, UniRef:UniRef100_A0A2U1BEA5, UniRef:UniRef50_A0A0S2W4C7, UniRef:UniRef90_A0A2U1BEA5
contig_1	1495478	1495747	+	HKCHME_07395	9.7	4.3		RefSeq:WP_033119002.1, SO:0001217, UniParc:UPI00051ACF48, UniRef:UniRef100_A0A0S2W447, UniRef:UniRef50_A0A0S2W447, UniRef:UniRef90_A0A0S2W447
contig_1	1498927	1499067	-	HKCHME_07415	5.0	10.6		SO:0001217, UniParc:UPI000820FA8D, UniRef:UniRef100_A0A2U1BEE0, UniRef:UniRef50_A0A2U1BEE0, UniRef:UniRef90_A0A2U1BEE0
contig_1	1507929	1508198	-	HKCHME_07460	10.3	4.7		RefSeq:WP_116722460.1, SO:0001217, UniParc:UPI000D5C3158, UniRef:UniRef100_A0A2U1BEC5, UniRef:UniRef50_A0A2U1BEC5, UniRef:UniRef90_A0A2U1BEC5
contig_1	1508376	1508582	+	HKCHME_07465	7.7	9.3		RefSeq:WP_116722461.1, SO:0001217, UniParc:UPI000D5CEB0F, UniRef:UniRef100_A0A2U1BEE8, UniRef:UniRef50_A0A2U1BEE8, UniRef:UniRef90_A0A2U1BEE8
contig_1	1509530	1509751	+	HKCHME_07475	8.0	8.6		RefSeq:WP_129868823.1, SO:0001217, UniParc:UPI000D5E53CC, UniRef:UniRef100_A0A2U1BEJ6, UniRef:UniRef50_A0A2U1BEJ6, UniRef:UniRef90_A0A2U1BEJ6
contig_1	1509748	1509990	+	HKCHME_07480	8.6	9.5		RefSeq:WP_116722464.1, SO:0001217, UniParc:UPI000D5E3FA0, UniRef:UniRef100_A0A2U1BEF7, UniRef:UniRef50_A0A2U1BEF7, UniRef:UniRef90_A0A2U1BEF7
contig_1	1510090	1510683	-	HKCHME_07485	22.3	5.1		SO:0001217, UniParc:UPI000D5FAD64, UniRef:UniRef100_A0A2U1BEE9, UniRef:UniRef50_A0A2U1BEE9, UniRef:UniRef90_A0A2U1BEE9
contig_1	1515085	1515270	+	HKCHME_07525	6.9	9.0		RefSeq:WP_116722473.1, SO:0001217, UniParc:UPI000D5CE85A, UniRef:UniRef100_A0A2U1BEK2, UniRef:UniRef50_A0A2U1BEK2, UniRef:UniRef90_A0A2U1BEK2
contig_1	1515267	1515506	+	HKCHME_07530	9.3	4.6		RefSeq:WP_116722474.1, SO:0001217, UniParc:UPI000D5E72EB, UniRef:UniRef100_A0A2U1BEH0, UniRef:UniRef50_A0A2U1BEH0, UniRef:UniRef90_A0A2U1BEH0
contig_1	1515503	1516051	+	HKCHME_07535	20.3	7.6		RefSeq:WP_129868826.1, SO:0001217, UniParc:UPI000D5EFA0B, UniRef:UniRef100_A0A2U1BEG0, UniRef:UniRef50_A0A2U1BEG0, UniRef:UniRef90_A0A2U1BEG0
contig_1	1519579	1519716	+	HKCHME_07560	5.2	9.9		SO:0001217, UniParc:UPI000D5DC7D8, UniRef:UniRef100_A0A2U1BEE4, UniRef:UniRef50_A0A2U1BEE4, UniRef:UniRef90_A0A2U1BEE4
contig_1	1521426	1521584	+	HKCHME_07570	5.9	9.7		RefSeq:WP_165366601.1, SO:0001217, UniParc:UPI000D5DA598, UniRef:UniRef100_A0A2U1BEI9, UniRef:UniRef50_A0A2U1BEI9, UniRef:UniRef90_A0A2U1BEI9
contig_1	1521882	1522268	+	HKCHME_07580	14.7	7.8		RefSeq:WP_129868828.1, SO:0001217, UniParc:UPI000D5E7C0A, UniRef:UniRef100_A0A2U1BEH9, UniRef:UniRef50_A0A2U1BEH9, UniRef:UniRef90_A0A2U1BEH9
contig_1	1522862	1523200	-	HKCHME_07590	12.4	5.2		RefSeq:WP_116722484.1, SO:0001217, UniParc:UPI000D5F8F0C, UniRef:UniRef100_A0A2U1BEE2, UniRef:UniRef50_A0A2U1BEE2, UniRef:UniRef90_A0A2U1BEE2
contig_1	1523255	1523506	-	HKCHME_07595	10.1	4.2		RefSeq:WP_116722485.1, SO:0001217, UniParc:UPI000D5F1668, UniRef:UniRef100_A0A2U1BEK1, UniRef:UniRef50_A0A2U1BEK1, UniRef:UniRef90_A0A2U1BEK1
contig_1	1523556	1523786	-	HKCHME_07600	9.2	5.6		SO:0001217, UniParc:UPI000D5C6ACA, UniRef:UniRef100_A0A2U1BEG5, UniRef:UniRef50_A0A2U1BEG5, UniRef:UniRef90_A0A2U1BEG5
contig_1	1524489	1524872	+	HKCHME_07610	14.1	8.5	PF04218.17|CENP-B_N	PFAM:PF04218.17, RefSeq:WP_116722488.1, SO:0001217, UniParc:UPI000D5CE336, UniRef:UniRef100_A0A2U1BEF4, UniRef:UniRef50_A0A8S5SGB4, UniRef:UniRef90_A0A2U1BEF4
contig_1	1531056	1531511	+	HKCHME_07645	16.0	5.0		RefSeq:WP_116722494.1, SO:0001217, UniParc:UPI000D5CB2E7, UniRef:UniRef100_A0A2U1BEL0, UniRef:UniRef50_A0A2U1BEL0, UniRef:UniRef90_A0A2U1BEL0
contig_1	1531477	1531929	+	HKCHME_07650	16.5	4.5		RefSeq:WP_129868830.1, SO:0001217, UniParc:UPI000D5FCB6A, UniRef:UniRef100_A0A2U1BEH7, UniRef:UniRef50_A0A2U1BEH7, UniRef:UniRef90_A0A2U1BEH7
contig_1	1534976	1537483	+	HKCHME_07685	86.9	5.4		RefSeq:WP_116722501.1, SO:0001217, UniParc:UPI000D5E004C, UniRef:UniRef100_A0A2U1BEI2, UniRef:UniRef50_A0A2U1BEI2, UniRef:UniRef90_A0A2U1BEI2
contig_1	1537889	1540012	+	HKCHME_07695	73.1	4.5		RefSeq:WP_116722502.1, SO:0001217, UniParc:UPI000D5F6B9B, UniRef:UniRef100_A0A2U1BEM2, UniRef:UniRef50_A0A2U1BEM2, UniRef:UniRef90_A0A2U1BEM2
contig_1	1540022	1540984	+	HKCHME_07700	34.4	5.5		RefSeq:WP_116722503.1, SO:0001217, UniParc:UPI000D5DF793, UniRef:UniRef100_A0A2U1BEI7, UniRef:UniRef50_A0A2U1BEI7, UniRef:UniRef90_A0A2U1BEI7
contig_1	1542656	1542826	+	HKCHME_07715	6.0	4.1		SO:0001217, UniRef:UniRef50_A0A0S2W5J4, UniRef:UniRef90_A0A2U1B8U9
contig_1	1542967	1543290	+	HKCHME_07725	11.9	4.6		RefSeq:WP_116722669.1, SO:0001217, UniParc:UPI000D5C3415, UniRef:UniRef100_A0A2U1B979, UniRef:UniRef50_A0A2U1B979, UniRef:UniRef90_A0A2U1B979
contig_1	1546136	1546225	+	HKCHME_07745	3.3	4.1		SO:0001217, UniParc:UPI000821CC38, UniRef:UniRef100_A0A2U1CDN3, UniRef:UniRef50_A0A2U1CDN3, UniRef:UniRef90_A0A2U1CDN3
contig_1	1659894	1660136	-	HKCHME_08370	9.6	5.1		RefSeq:WP_116721669.1, SO:0001217, UniParc:UPI000D5F6E29, UniRef:UniRef100_A0A2U1CE23, UniRef:UniRef50_A0A2U1CE23, UniRef:UniRef90_A0A2U1CE23
contig_1	1660433	1660612	-	HKCHME_08375	7.1	8.1		RefSeq:WP_033116695.1, SO:0001217, UniParc:UPI00051AB667, UniRef:UniRef100_A0A2U1CE10, UniRef:UniRef50_A0A2U1CE10, UniRef:UniRef90_A0A2U1CE10
contig_1	1661814	1662023	+	HKCHME_08385	8.1	5.0		RefSeq:WP_116721672.1, SO:0001217, UniParc:UPI000D5F266F, UniRef:UniRef100_A0A2U1CDZ6, UniRef:UniRef50_A0A2U1CDZ6, UniRef:UniRef90_A0A2U1CDZ6
contig_1	1662020	1662154	+	HKCHME_08390	5.4	5.6		RefSeq:WP_257534813.1, SO:0001217, UniParc:UPI000D5E9427, UniRef:UniRef100_A0A2U1CDZ9, UniRef:UniRef50_A0A2U1CDZ9, UniRef:UniRef90_A0A2U1CDZ9
contig_1	1662284	1662532	+	HKCHME_08395	9.2	5.3		RefSeq:WP_116721673.1, SO:0001217, UniParc:UPI000D5D0E7C, UniRef:UniRef100_A0A2U1CE53, UniRef:UniRef50_A0A2U1CE53, UniRef:UniRef90_A0A2U1CE53
contig_1	1662543	1662809	+	HKCHME_08400	10.1	5.7		RefSeq:WP_129868834.1, SO:0001217, UniParc:UPI000D5F3051, UniRef:UniRef100_A0A2U1CE58, UniRef:UniRef50_A0A2U1CE58, UniRef:UniRef90_A0A2U1CE58
contig_1	1663973	1665064	+	HKCHME_08410	38.9	4.4		SO:0001217, UniParc:UPI000D5E694D, UniRef:UniRef100_A0A2U1CE03, UniRef:UniRef50_A0A1C6A6A1, UniRef:UniRef90_A0A2U1CE03
contig_1	1665064	1665276	+	HKCHME_08415	7.5	5.6		RefSeq:WP_033116701.1, SO:0001217, UniParc:UPI00051BCD64, UniRef:UniRef100_A0A2U1CE04, UniRef:UniRef50_A0A2U1CE04, UniRef:UniRef90_A0A2U1CE04
contig_1	1665444	1665968	+	HKCHME_08420	18.6	4.4		RefSeq:WP_129868837.1, SO:0001217, UniParc:UPI000D5DC019, UniRef:UniRef100_A0A2U1CE01, UniRef:UniRef50_A0A2U1CE01, UniRef:UniRef90_A0A2U1CE01
contig_1	1665950	1666102	+	HKCHME_08425	5.7	4.1		SO:0001217, UniParc:UPI000D5F43EB, UniRef:UniRef100_A0A2U1CE31, UniRef:UniRef50_A0A2U1CE31, UniRef:UniRef90_A0A2U1CE31
contig_1	1666270	1666437	+	HKCHME_08430	5.7	8.0		RefSeq:WP_165816283.1, SO:0001217, UniParc:UPI000D5E5BF0, UniRef:UniRef100_A0A2U1CE19, UniRef:UniRef50_A0A2U1CE19, UniRef:UniRef90_A0A2U1CE19
contig_1	1713167	1713334	-	HKCHME_08690	7.0	6.5		SO:0001217, UniParc:UPI000822391D, UniRef:UniRef100_A0A2U1CE50, UniRef:UniRef50_B0NQB9, UniRef:UniRef90_A0A2U1CE50
contig_1	1742327	1742521	-	HKCHME_08850	7.4	6.3		RefSeq:WP_116721705.1, SO:0001217, UniParc:UPI000D5F6D38, UniRef:UniRef100_A0A2U1CEF0, UniRef:UniRef50_A0A0S2W3N4, UniRef:UniRef90_A0A0S2W3N4
contig_1	1827081	1827233	+	HKCHME_09270	5.7	4.4		RefSeq:WP_165366612.1, SO:0001217, UniParc:UPI000D5DF06F, UniRef:UniRef100_A0A2U1CEH7, UniRef:UniRef50_A0A2U1CEH7, UniRef:UniRef90_A0A2U1CEH7
contig_1	1848034	1848750	-	HKCHME_09370	25.1	9.8		RefSeq:WP_116721729.1, SO:0001217, UniParc:UPI000D5EB66A, UniRef:UniRef100_A0A2U1CEJ1, UniRef:UniRef50_A0A0S2W3D4, UniRef:UniRef90_A0A2U1CEJ1
contig_1	1854264	1854386	-	HKCHME_09395	4.6	9.5		SO:0001217, UniParc:UPI000D5C32E0, UniRef:UniRef100_A0A2U1CEI8, UniRef:UniRef50_A0A2U1CEI8, UniRef:UniRef90_A0A2U1CEI8
contig_1	1859953	1860141	+	HKCHME_09425	6.6	9.0		RefSeq:WP_075703735.1, SO:0001217, UniParc:UPI000821FA81, UniRef:UniRef100_A0A2U1CEK5, UniRef:UniRef50_A0A0S2W3D0, UniRef:UniRef90_A0A0S2W3D0
contig_1	1860245	1860358	-	HKCHME_09430	3.5	8.0		SO:0001217, UniParc:UPI0008215396, UniRef:UniRef100_A0A2U1CEN7, UniRef:UniRef50_A0A2U1CEN7, UniRef:UniRef90_A0A2U1CEN7
contig_1	1861573	1861905	+	HKCHME_09440	12.4	5.5		RefSeq:WP_075703733.1, SO:0001217, UniParc:UPI0008234EAD, UniRef:UniRef100_A0A2U1CF01, UniRef:UniRef50_A0A0S2W381, UniRef:UniRef90_A0A0S2W381
contig_1	1904887	1905162	-	HKCHME_09605	9.9	9.7		SO:0001217, UniParc:UPI000D5FC8D8, UniRef:UniRef100_A0A2U1CEV3, UniRef:UniRef50_A0A2U1CEV3, UniRef:UniRef90_A0A2U1CEV3
contig_1	1905883	1906014	-	HKCHME_09615	4.9	9.2		RefSeq:WP_257534820.1, SO:0001217, UniParc:UPI000D5EE9B1, UniRef:UniRef100_A0A2U1CEP3, UniRef:UniRef50_A0A2U1CEP3, UniRef:UniRef90_A0A2U1CEP3
contig_1	1913857	1914039	+	HKCHME_09660	6.5	10.2		RefSeq:WP_129868840.1, SO:0001217, UniParc:UPI0008228810, UniRef:UniRef100_A0A2U1CEV5, UniRef:UniRef50_A0A2U1CEV5, UniRef:UniRef90_A0A2U1CEV5
contig_1	1919125	1919733	-	HKCHME_09685	22.1	4.7		RefSeq:WP_075703699.1, SO:0001217, UniParc:UPI000821015E, UniRef:UniRef100_A0A2U1CES0, UniRef:UniRef50_A0A0S2W363, UniRef:UniRef90_A0A0S2W363
contig_1	1928146	1929129	+	HKCHME_09720	34.3	4.1		RefSeq:WP_116721759.1, SO:0001217, UniParc:UPI0008203D72, UniRef:UniRef100_A0A2U1CEQ8, UniRef:UniRef50_A0A0S2W350, UniRef:UniRef90_A0A0S2W350
contig_1	1950675	1950899	-	HKCHME_09805	8.2	7.6		RefSeq:WP_075703669.1, SO:0001217, UniParc:UPI000820C664, UniRef:UniRef100_A0A2U1CEZ0, UniRef:UniRef50_A0A2U1CEZ0, UniRef:UniRef90_A0A2U1CEZ0
contig_1	1952058	1952186	-	HKCHME_09815	4.7	4.1		RefSeq:WP_257534815.1, SO:0001217, UniParc:UPI0008229F37, UniRef:UniRef100_A0A2U1CET2, UniRef:UniRef50_A0A2U1CET2, UniRef:UniRef90_A0A2U1CET2
contig_1	1953115	1953324	-	HKCHME_09825	7.5	10.0		SO:0001217, UniParc:UPI000D5DF7DB, UniRef:UniRef100_A0A2U1CES9, UniRef:UniRef50_A0A2U1CES9, UniRef:UniRef90_A0A2U1CES9
contig_1	1958884	1959321	-	HKCHME_09855	16.4	5.4		RefSeq:WP_075703658.1, SO:0001217, UniParc:UPI00082300D3, UniRef:UniRef100_A0A2U1CF00, UniRef:UniRef50_A0A2U1CF00, UniRef:UniRef90_A0A2U1CF00
